"P606t","A049","A071","p344p","incanon","p493p","a070p","a114p","A094","Gorx"
0,1,1,1159.832,1169.39265705128,0,80,5,12,9
2.75,2,2,254.1,259.530552884615,0,46,5,8,5
0,1,2,299.41,427.035311350213,0,76,6,12,3
0,1,2,272.56,272.56,0,52,6,7,11
2.5,1,1,153.712,179.412184882412,0,70,5,12,9
0,4,2,846.76,846.76,0,36,6,3,5
3.675,2,1,1314.03,1314.03,0,59,5,2,5
1.995,2,1,455.51,455.51,0,80,6,12,8
0,2,2,650.044,679.239476605681,0,78,7,12,8
0,2,1,227.58,227.58,0,53,6,7,10
0.645,3,3,1110.96,1110.96,0,42,4,3,7
0,2,2,1158.155,1158.155,0,34,5,2,4
0,2,1,968.204,968.204,0,75,6,12,11
0.355,5,1,1259.97,1259.97,0,49,5,3,8
0,3,2,326.76,481.219392249283,0,32,3,8,8
0.69,4,1,1193.3,1193.3,0,43,6,2,10
6,3,2,273.7,376.675734671708,0,34,4,12,4
0,1,1,126.95,150.662767347151,0,58,7,3,8
7.85,3,2,591.04,591.04,0,55,8,4,7
10.5,1,2,209.502,231.868829196904,0,49,5,3,9
0,2,3,508.165,508.165,0,59,5,3,11
0,2,1,932.392,932.392,0,63,8,3,5
0,5,1,918.7775,918.7775,0,41,9,3,11
2.79,1,2,253.242,259.556294871795,0,80,5,12,5
1.325,2,1,522.969,522.969,0,80,4,12,9
11.345,4,1,1198.874,1198.874,0,38,6,4,3
1.875,1,2,248,334.882391325468,0,73,3,12,4
1.175,1,2,440.63,449.319030448718,0,59,6,2,8
0,4,1,568.08,568.08,0,50,5,8,5
0.695,2,1,684.075,684.075,0,80,6,12,11
0,2,2,182,284.296648642822,0,33,5,12,4
0.81,2,1,930.24,930.24,0,54,6,4,7
0,2,2,698.05,698.05,0,44,4,3,2
1.395,3,2,1372.32,1372.32,0,50,5,3,8
0.69,3,1,507.14,507.14,0,46,5,6,2
0,1,2,352.53,357.934639423077,0,72,4,12,9
20.59,2,1,572.5865,572.5865,0,74,7,12,3
8.99,1,1,496.6075,503.345128205128,0,73,7,12,6
0,2,1,550.135,550.135,0,58,10,3,7
0.835,2,1,433.894,433.894,0,80,8,12,2
0,3,1,281.835897435897,281.835897435897,0,53,7,12,2
103.035,2,1,611.26,611.26,0,80,4,12,11
0.69,5,3,266.7,266.7,0,42,5,7,1
15,1,2,348.6,465.170125227654,0,69,4,12,9
2.425,3,1,1000.6975,1000.6975,0,37,4,3,5
0,3,1,1150.32,1150.32,0,38,6,3,4
1.05,4,2,233.46,287.306153846154,0,34,5,4,2
0.115,4,3,1227.1,1227.1,0,42,7,2,5
64.095,1,2,164.47,176.5809375,0,68,7,12,6
1.015,1,2,145.962,152.477264423077,0,80,5,12,6
1.05,2,1,225.642,229.484415375523,0,80,6,12,5
0,2,2,999.87,999.87,0,59,5,4,12
0,7,2,727.03,727.03,0,30,5,8,3
0.545,2,3,292.212,382.576652297682,0,63,3,8,4
2.72,1,2,138.522,230.64243448114,0,75,3,12,2
8.37,2,1,777.69,777.69,0,48,5,3,4
0,1,2,316.92,320.222019230769,0,55,3,3,7
0,2,1,121.5,211.5,0,18,6,7,12
8.14,2,1,580.03,580.03,0,80,5,12,5
0,4,1,1245.08,1245.08,0,39,7,4,3
31.16,3,1,847.88,847.88,0,55,5,8,5
5.495,3,1,851.74,851.74,0,75,5,12,6
32.205,2,1,628.47,628.47,0,67,6,12,4
0.45,1,2,149.55,155.527051282051,0,43,3,7,7
0,2,1,1503.04,1503.04,0,65,9,5,8
0,1,2,386.48,393.345456730769,0,67,9,4,5
117.75,2,1,718.24,718.24,0,65,7,12,9
2.25,2,1,753.712,753.712,0,77,6,12,5
3.175,2,1,566.114,566.114,0,75,7,12,4
0,1,2,204.24,204.24,0,56,5,2,8
12.19,2,1,1584.37435897436,1584.37435897436,0,45,5,3,6
0.3,2,2,844.224,844.224,0,67,7,12,9
0,4,1,1207.55,1207.55,0,35,4,3,1
0.79,2,2,890.9625,890.9625,0,57,7,6,5
0,4,2,1153.93,1153.93,0,48,8,2,11
63.745,2,1,1506.354,1506.354,0,78,9,12,6
0,1,2,141.622,147.409620192308,0,69,4,12,10
0,1,1,479.56,561.89680011625,0,50,3,8,3
1.45,2,2,1403.6108974359,1403.6108974359,0,32,6,2,3
0,1,2,295.205,303.375240384615,0,73,6,7,9
0,3,1,144.8175,144.8175,0,37,7,5,12
2.25,3,1,1598.795,1598.795,0,44,7,1,7
6.92,4,1,2096.77628205128,2096.77628205128,0,47,7,3,11
0,1,2,160.1795,165.047128205128,0,80,5,12,10
0,2,1,809.2,809.2,0,60,7,5,6
11.16,3,1,633.01,633.01,0,34,4,3,4
0,1,2,217.302,236.161600646545,0,77,7,12,6
0.245,5,1,877.73,877.73,0,35,5,6,3
0.4,2,1,325.414,325.414,0,70,5,12,6
2.26,1,2,197.7,202.924983974359,0,51,5,4,9
0,4,1,440.61,440.61,0,58,5,7,11
0,2,1,805.94,805.94,0,65,5,5,4
0.175,1,2,508.5345,508.5345,0,70,9,12,9
0,1,2,236.32,240.696346153846,0,40,3,3,11
3.08,3,1,586.92,586.92,0,35,6,8,3
0.19,1,1,212,227.901538461538,0,56,4,3,2
1.45,2,1,682.784,682.784,0,72,4,1,9
1.5,1,2,744.72,751.214294871795,0,52,5,3,2
0,3,2,613.54,619.806474358974,0,48,6,4,4
0,1,2,528.5,542.498846153846,0,56,7,3,5
89.435,2,1,385.884,385.884,0,72,4,12,3
0,5,1,447.5,548.440605726431,0,29,5,9,5
0,2,1,1479.33,1479.33,0,63,8,2,8
2.26,2,1,1198.735,1198.735,0,67,9,5,11
0,2,1,1333.65,1333.65,0,26,8,3,7
5,3,1,296.76,303.337243589744,0,42,7,3,2
4.55,4,1,982.65,982.65,0,49,8,3,4
2.62,4,1,1079.56,1079.56,0,44,8,2,11
58.75,2,3,1177.634,1177.634,0,67,7,5,9
0,2,2,911.665,911.665,0,49,4,3,2
0,2,2,690.87,698.059182692308,0,44,8,3,6
0.325,4,2,1079.08,1079.08,0,45,5,4,7
0,2,1,1156.5225,1156.5225,0,56,6,3,6
0,2,1,928.95,928.95,0,77,5,12,6
4.22,4,2,872.66,872.66,0,48,6,3,3
9.75,1,1,1109.35,1116.50537660256,0,43,7,2,11
0,1,2,72.08,161.238722827054,0,28,2,9,1
0,2,1,972.914,972.914,0,68,6,12,7
19.1,1,2,313.703846153846,319.338733974359,0,55,6,7,6
0,2,2,754.2,754.2,0,51,7,4,2
10.8,6,1,2134.09,2140.47775641026,1,49,9,6,3
2,5,2,410.48,503.317340886437,0,50,5,12,2
6.5,2,2,267.18,297.153613782051,0,24,6,8,4
0,2,1,818.89,818.89,0,48,5,7,4
1.085,3,1,278.79,278.79,0,23,4,6,4
20.77,2,1,906.59,906.59,0,23,4,6,4
4.495,2,2,739.63,739.63,0,55,5,3,5
0,1,1,205,293.968656273569,0,54,3,3,5
0,4,1,897.59,897.59,0,40,6,5,5
0,2,1,323.1,347.714078265993,0,35,5,10,7
0,2,2,406.88,406.88,0,38,3,3,6
0.625,2,1,461.065,461.065,0,52,5,6,12
0,2,1,523.99,523.99,0,59,9,5,1
0,1,1,534.65,540.924807692308,0,42,5,6,9
0,5,2,422.94,561.944576986961,0,29,7,3,9
0,2,1,1235.65,1235.65,0,52,7,3,4
7.25,2,2,732.15,732.15,0,31,3,4,2
8.7,6,1,440.46,459.755376169174,0,63,6,12,4
2.375,2,1,794.841538461538,794.841538461538,0,54,7,2,3
1.135,4,1,355.75,440.343708770203,0,32,4,6,8
0,1,1,146.5,283.205666773501,0,37,3,8,3
0,5,2,358,501.677996588516,0,30,7,9,9
0,1,1,304.88,304.88,0,34,3,8,7
0,2,3,1113.9925,1113.9925,0,62,5,3,9
0.995,2,1,1172.99,1172.99,0,62,4,3,4
6.595,2,2,612.165,612.165,0,58,5,7,10
4.485,4,2,1012.28,1012.28,0,40,6,6,5
14.05,4,1,1188.26,1188.26,0,49,7,3,2
0.89,3,1,1325.5575,1325.5575,0,29,5,3,3
2.5,1,2,158.662,165.539115384615,0,80,4,12,11
0,1,1,346.19,351.395625,0,52,5,7,1
1.5,1,1,532.56,538.570769230769,0,63,7,3,8
1.795,2,1,336.44,348.36873853425,0,80,6,12,3
0,1,2,243.42,246.865048076923,0,64,4,12,11
6.095,3,1,1050.25,1050.25,0,38,6,1,6
4,3,2,1093.75,1093.75,0,49,7,3,8
0.5,2,1,150.252,228.424632228081,0,59,6,9,2
18.925,3,1,1173.37256410256,1173.37256410256,0,54,8,3,2
53,4,1,1073.384,1073.384,0,80,7,3,9
15.745,2,1,346.929,346.929,0,80,10,12,9
3,4,3,1569.08,1569.08,0,38,8,3,8
0.65,2,2,1208.002,1208.002,0,70,7,12,10
1.955,2,1,527.33,527.33,0,50,7,6,9
0,2,3,1363.96,1363.96,0,24,5,2,1
70.665,2,1,2134.09,2134.09,0,58,9,3,11
1.435,2,1,459.047435897436,459.047435897436,0,53,6,7,5
97.015,2,1,717.029,717.029,0,80,5,12,6
17.485,5,2,1601.54,1601.54,0,62,7,3,7
2.15,1,2,272.1695,285.767440705128,0,80,6,12,5
0,2,2,317.24,322.293221153846,0,37,4,4,6
1.485,1,1,477.4,481.746971153846,0,47,5,5,3
1.28,2,2,399.244,399.244,0,66,5,12,3
0,4,1,882.94,882.94,0,41,8,5,3
0,2,1,396.914,396.914,0,67,4,12,10
9.04,3,2,1024.6625,1024.6625,0,43,3,2,7
4.9,2,2,1254.86,1254.86,0,60,7,4,8
5.46,3,3,350.79,350.79,0,57,5,5,6
0,4,2,206.192,304.67527342509,0,39,5,12,10
159.11,2,1,611.237,611.237,0,69,4,4,8
2.66,3,1,1651.33769230769,1651.33769230769,0,33,7,2,8
0,2,2,661.2,661.2,0,59,3,7,4
0,1,2,150.042,254.978734042244,0,80,5,12,5
4.03,1,2,228.172,286.599975359057,0,35,4,7,9
21.2,1,2,171.85,177.6359375,0,64,3,3,8
0,3,2,582.07,582.07,0,38,7,3,6
0.125,1,1,104,174.988199168201,0,60,6,7,2
17.035,2,2,625.9325,625.9325,0,70,6,12,8
12.725,4,1,1687.23,1687.23,0,50,6,5,5
1,2,1,1149.125,1149.125,0,28,3,2,7
0,3,1,553.24,579.24,0,44,4,3,2
69.3,2,1,940.8225,940.8225,0,69,10,3,8
6.275,1,2,353.537,360.052264423077,0,67,8,12,6
0.9,3,2,2134.09,2134.09,0,55,8,7,11
10.355,2,1,1016.46,1016.46,0,30,5,4,2
0,1,2,443.56,449.257043269231,0,56,4,6,10
0,5,1,1310.36,1310.36,0,45,7,3,6
0,1,2,152.95,185.820623765787,0,75,6,12,7
0,1,1,285.45,359.45,0,62,6,12,11
0,1,2,184.852,253.466052857282,0,80,5,12,11
0,2,1,723.93,723.93,0,68,5,1,3
0,2,1,456.89,456.89,0,52,7,5,5
0.5,2,3,570.65,570.65,0,70,6,6,2
0,2,1,370.424,370.424,0,69,5,12,6
0,2,1,139.23,139.23,0,63,5,3,6
19.835,2,1,626.494,626.494,0,76,8,12,3
0,1,2,432.687,437.919724358974,0,69,6,12,8
0,2,1,255.88,255.88,0,39,3,10,11
5.86,2,1,1167.62,1167.62,0,49,6,4,4
0.22,3,1,699.42,699.42,0,42,5,3,11
0,5,2,1445.832,1445.832,0,80,6,3,7
0,2,2,1176.76,1176.76,0,41,4,10,8
0,1,1,133.252,153.734012510532,0,64,4,12,4
0,1,2,179.002,184.629315705128,0,66,6,12,4
0,1,2,224.24,227.763942307692,0,80,3,12,11
2.765,3,2,928.732,928.732,0,75,6,12,2
1,2,1,418.395,418.395,0,59,8,7,4
0,2,1,509.095,509.095,0,62,8,4,8
0,1,1,256.362,265.654443910256,0,80,6,12,1
2.67,2,1,302.654,302.654,0,80,5,12,11
653.29,2,1,657.282,657.282,0,70,5,7,6
3.895,4,3,787.67,787.67,0,34,5,4,6
2.575,5,1,857.31,857.31,0,45,5,3,7
0,2,1,1049.8065,1049.8065,0,67,10,12,9
1.425,4,2,710.28,710.28,0,45,4,7,4
3.495,2,2,2134.09,2134.09,0,66,10,3,9
0,2,2,728.54,728.54,0,50,7,7,4
0,2,1,758.92,758.92,0,79,8,12,5
0,3,1,2134.09,2134.09,0,48,9,3,7
9,2,1,624.9825,624.9825,0,69,7,12,9
0.495,1,2,400.737,409.470012820513,0,80,5,12,8
0.545,2,2,335.404,335.404,0,70,4,8,9
0,1,1,192.33,197.207115384615,0,62,3,5,11
0.125,1,2,607.567,613.470950320513,0,70,5,12,2
3,2,1,812.89,812.89,0,29,6,3,9
5.025,1,2,223.272,234.1698125,0,76,7,12,8
0,4,1,455.16,455.16,0,35,4,7,8
0,1,2,247.725,252.590673076923,0,74,5,12,8
12.5,2,1,591.18,591.18,0,65,8,12,3
0,1,1,146.542,243.724167678592,0,63,3,7,5
2.395,5,1,908.42,908.42,0,57,5,6,4
0.15,3,2,642.9425,642.9425,0,44,8,4,8
0,2,1,960.65,960.65,0,60,5,5,3
0,2,1,253.094,253.094,0,79,3,12,4
6.95,2,2,1154.45,1154.45,0,56,8,3,8
3.24,2,1,526.29,526.29,0,60,7,5,2
0,4,2,682.48,682.48,0,42,6,6,4
36.1,2,1,2134.09,2134.09,0,72,7,2,2
0,4,1,2134.09,2134.09,0,45,8,2,6
0,2,1,780.294,780.294,0,76,10,12,4
5.33,4,1,1776.015,1776.015,0,50,8,3,4
0,1,1,720.95,726.745961538462,0,37,6,6,3
0,1,2,373.305,378.175288461538,0,25,3,2,5
0,4,2,702.82,707.279471153846,0,37,6,4,11
0,1,2,927.4,932.670625,0,33,7,10,6
1.18,5,1,682.15,682.15,0,39,8,5,12
0,1,2,131.48,229.915437586514,0,49,3,12,5
18.595,2,2,1062.632,1062.632,0,80,4,5,3
3.575,5,1,442.6,442.6,0,47,5,7,2
0,2,1,230.76,230.76,0,24,6,7,3
0,1,2,538.62,545.766995192308,0,58,6,3,7
2.51,2,2,429.37,434.910264423077,0,44,4,7,2
1.5,2,3,407.8965,407.8965,0,69,6,12,1
2.07,2,1,410.58,410.58,0,69,5,8,7
4.125,2,1,1047.364,1047.364,0,76,8,12,9
0,2,1,747.76,747.76,0,36,4,4,5
0,1,2,136.85,153.221628421232,0,58,5,7,3
8.635,4,1,1886.87,1886.87,0,35,7,10,5
0,4,1,580.16,580.16,0,45,5,5,7
0,5,3,693.465897435897,693.465897435897,0,27,5,7,6
0,6,1,1480.3,1480.3,0,44,7,2,5
0,3,2,1231.915,1231.915,0,55,5,3,5
0.9,1,1,114.35,222.760131112564,0,60,4,5,2
0.5,2,2,724.602,724.602,0,66,5,8,11
0,1,1,574.892,581.94232051282,0,80,3,12,1
0,1,1,212.522,311.91064415387,0,71,6,12,10
0.15,3,1,189,277.416338590869,0,56,4,9,4
0,4,1,844.968717948718,844.968717948718,0,32,4,3,3
5,1,2,235.662,253.488907404582,0,80,5,12,9
0,5,1,1968.17,1968.17,0,40,6,3,5
0,3,1,430.17,430.17,0,57,4,8,1
0,4,1,742.19,742.19,0,48,5,3,3
6,2,3,413.11,413.11,0,31,3,5,7
0,4,1,618.06,618.06,0,35,5,2,6
0.5,3,1,1644.34,1644.34,0,38,4,7,7
12.775,3,1,721.795,721.795,0,36,5,5,9
12.5,3,2,1159.8875,1167.47829326923,0,56,8,3,2
5.76,2,2,592.2825,592.2825,0,77,7,12,9
7.08,2,3,1206.314,1206.314,0,79,8,12,6
12.5,5,2,1308.82,1308.82,0,46,5,2,1
1.5,3,1,558.674,558.674,0,80,4,12,3
0,3,1,1331.59,1331.59,0,50,8,3,8
0,3,2,520.64,520.64,0,43,5,6,9
0,1,1,54,192.080017269822,0,22,3,10,7
1.995,5,1,1398.85,1398.85,0,46,5,3,8
0,4,3,1117.6375,1117.6375,0,40,7,3,9
0,2,2,432.38,432.38,0,48,5,4,1
24.5,4,2,863.51,863.51,0,42,9,2,5
0,2,3,1196.8725,1196.8725,0,29,5,3,6
1.925,5,1,293.21,426.348459389249,0,43,6,5,8
0,2,2,418.112,418.112,0,80,4,12,2
4.085,4,1,1653.18,1653.18,0,41,7,3,8
0,2,2,614.09,614.09,0,80,6,12,12
0,3,1,522.63282051282,658.63282051282,0,35,2,6,7
19.89,2,1,528.694,528.694,0,76,6,12,8
6.31,5,2,1406.845,1406.845,0,44,8,2,8
15,4,1,2134.09,2134.09,0,40,7,1,6
0,1,2,524.39,531.114182692308,0,48,3,2,7
2.51,4,2,882.92,882.92,0,42,7,3,7
16.115,4,1,1175.68,1175.68,0,32,5,10,4
0.25,1,2,144.042,160.492525746805,0,80,5,12,4
5,2,1,1033.1065,1033.1065,0,68,8,12,5
0.825,2,2,2134.09,2134.09,0,44,9,2,8
0.95,2,1,325.62,325.62,0,66,9,11,5
0,6,1,846.09,846.09,0,37,6,3,3
10.04,2,2,1484.77,1484.77,0,33,6,3,6
0.49,2,2,704.45,704.45,0,45,5,7,2
14.685,3,1,1532.36,1532.36,0,59,5,4,8
0,2,1,1362.04,1362.04,0,32,5,6,7
0,5,1,549.27,549.27,0,28,4,5,3
6.665,3,3,1182.7491025641,1182.7491025641,0,33,6,6,3
0,3,1,637.27,637.27,0,53,6,3,9
80,1,2,436.3245,436.3245,0,80,7,12,12
0,3,1,1262.0945,1262.0945,0,66,9,12,5
0,2,1,409.55,409.55,0,53,6,3,10
0,5,1,1033.095,1033.095,0,66,7,12,5
0,5,2,392.42,489.552315802523,0,31,6,3,3
81.275,4,1,1285.43153846154,1285.43153846154,0,33,6,2,5
3.125,3,1,788.02,798.110559603644,0,30,6,3,9
0,2,1,664.432,664.432,0,68,5,6,11
11.5,1,2,165.772,177.8829375,0,80,9,12,6
0.295,2,2,444.154,444.154,0,77,6,12,1
10.82,2,1,848.525,848.525,0,78,6,12,6
0,1,2,244.055,253.207403846154,0,80,4,12,7
0,3,1,599.684,599.684,0,71,6,12,6
1.695,2,1,1456.05,1456.05,0,48,8,3,5
12.35,5,1,252.9,358.054006161024,0,27,6,7,4
8.05,1,1,1024.66,1033.54135416667,0,46,9,2,6
28.445,2,1,2134.09,2134.09,0,54,10,1,3
0,2,2,162.5,240.5,0,44,6,9,12
0,4,2,411.505,416.554759615385,0,32,5,5,5
1.795,3,1,2134.09,2142.91203525641,1,51,8,2,2
2.25,4,3,1190.58,1190.58,0,35,5,2,6
6.605,5,1,803.58,803.58,0,51,10,2,9
0,1,1,555.69,562.76375801282,0,74,6,12,10
0,1,2,411.272,416.906887820513,0,63,4,12,6
0.245,3,1,2134.09,2142.87677884615,1,43,5,1,6
0.5,2,1,383.464,383.464,0,71,6,12,11
4.17,3,1,1247.42,1247.42,0,41,6,3,3
1.115,4,2,859.95,859.95,0,45,5,4,11
0,3,2,799.25,805.512283653846,0,51,8,3,10
0.88,1,2,164.112,169.399740384615,0,72,4,12,1
0,4,1,254.47,378.791943574283,0,42,5,4,9
0.475,1,1,650,654.823413461539,0,43,2,6,4
0,1,2,391.66,397.74405448718,0,31,3,7,9
0,1,2,566.612,573.180974358974,0,68,5,12,11
0,2,2,328.89,371.89,0,29,5,7,12
0,2,2,639.9215,639.9215,0,74,7,12,9
9.25,3,1,1339.15,1339.15,0,49,8,4,8
5.675,4,1,346.94,578.287170940935,0,43,6,7,7
1.995,3,2,205.192,302.361488839653,0,21,5,9,1
0,1,2,296.56,301.358798076923,0,46,6,8,1
5.31,4,2,424.78,443.694231654508,0,43,4,3,8
77,2,1,294.74,294.74,0,72,5,12,1
12.925,4,2,2134.09,2134.09,0,48,7,2,8
0,4,2,420.705,450.976670551633,0,32,4,8,8
2.3,3,1,1643.20974358974,1643.20974358974,0,34,6,2,8
0,2,2,786.424,786.424,0,69,4,12,6
0,4,2,830.022,830.022,0,80,7,12,9
0.77,2,2,404.114,404.114,0,72,8,12,6
4.995,1,2,150.86,285.535916235288,0,66,3,12,7
0,1,1,145.367,150.953426282051,0,75,4,12,9
0.5,2,1,640.81,640.81,0,34,5,2,1
1.65,2,1,703.22717948718,703.22717948718,0,65,6,8,8
207,2,2,698.17,698.17,0,55,5,6,2
9.975,4,1,1674.97538461538,1674.97538461538,0,40,8,3,5
0.445,2,2,298.7,333.491682692308,0,37,5,4,3
0,2,2,387.504,387.504,0,80,6,12,8
0,1,1,312.122,400.582313948953,0,79,4,12,5
0,1,1,259.282,267.132769230769,0,71,6,12,6
0,2,1,1408.10717948718,1408.10717948718,0,55,8,3,6
6.5,1,2,259.0325,269.574791666667,0,80,8,12,8
15.715,1,2,192.672,212.902387070434,0,80,7,12,6
5.745,2,2,414.78,419.74046474359,0,28,4,6,3
2.875,5,1,370.53,521.869153945498,0,42,5,9,8
9.25,2,1,500.484,500.484,0,77,8,12,2
1.895,4,2,823.3,823.3,0,35,6,4,6
0.35,5,1,965.89,965.89,0,55,10,2,3
0,4,2,2134.09,2134.09,0,38,7,6,1
12.35,2,1,2134.09,2134.09,0,67,7,3,3
436.61,2,2,1369.74,1369.74,0,37,5,1,8
10,2,3,1418.9025,1418.9025,0,56,8,2,8
1,4,3,306.81,306.81,0,29,7,5,3
3.995,2,1,1015.3425,1015.3425,0,61,8,5,9
1.75,2,2,443.032,443.032,0,70,7,12,4
0,1,2,379.93,383.375048076923,0,30,3,4,11
0.745,2,1,374.384,374.384,0,78,6,12,12
9,3,1,1133.11128205128,1133.11128205128,0,37,7,3,8
7.87,3,2,1250.7,1250.7,0,50,6,7,3
0,1,1,147.217,187.248005320408,0,66,4,12,7
0.905,1,2,301.572,307.582769230769,0,63,5,7,8
1.12,1,2,433.882,441.281399038462,0,63,7,4,2
0,4,2,313.61,420.417020611623,0,40,6,8,9
0,1,1,147.322,154.395758012821,0,77,7,12,10
0,2,1,570.79,570.79,0,80,7,12,7
2.17,2,1,327.722,343.008143365377,0,80,5,12,11
0,2,3,540.254,540.254,0,67,10,12,11
0,1,2,425.65,431.079294871795,0,54,6,3,10
64,1,1,327.972,335.270509615385,0,80,6,12,8
0,2,1,306.744,306.744,0,80,5,12,9
0,2,1,564.084,564.084,0,69,8,12,1
0,1,2,289.182,294.570701923077,0,78,3,12,4
20.49,4,2,489.8,489.8,0,49,6,8,2
6.12,3,3,2092.1875,2092.1875,0,50,8,2,8
0,2,2,645.752,645.752,0,65,5,12,8
0,4,1,344.02,344.02,0,33,4,8,6
0,1,2,170.667,262.71361909992,0,80,6,12,3
0.3,1,1,616.2725,622.455384615385,0,57,5,6,8
0,4,1,856.44,856.44,0,46,6,3,8
117.35,2,2,529.2,535.746057692308,0,44,6,4,6
30,1,2,340.93,349.491770833333,0,68,5,12,7
33.845,4,2,1744.13307692308,1744.13307692308,0,47,6,3,7
0.445,2,2,982.8,982.8,0,56,9,3,2
1.84,1,2,461.270769230769,466.79577724359,0,41,6,3,5
4.895,4,1,1738.21128205128,1738.21128205128,0,41,7,3,6
0,3,1,1615.52,1615.52,0,29,4,10,4
0,1,2,71.7,163.709992377351,0,30,4,11,1
0,3,1,912.764,912.764,0,67,7,5,2
1.89,2,1,417.41,417.41,0,70,8,12,10
13.725,1,2,332.98,340.126995192308,0,71,6,12,7
0.29,1,1,425.467,438.306721368557,0,69,7,12,2
6.81,3,3,825.84,825.84,0,60,7,3,10
76,3,1,1128.23,1128.23,0,70,10,12,6
0,1,1,293.07,297.90796474359,0,56,7,3,8
4.325,2,1,706.445,706.445,0,71,7,12,2
3.87,2,1,1107.73,1107.73,0,31,4,2,9
0,1,2,65.6475,86.9199009001335,0,62,5,4,6
18,4,1,1372.142,1372.142,0,80,7,3,5
54.155,2,1,1006.132,1006.132,0,66,8,12,8
0,5,3,811.475,811.475,0,35,6,5,12
0,1,1,376.92,383.318397435897,0,33,5,5,1
6.25,4,1,953.99,953.99,0,32,6,5,5
0,2,3,1660.67,1660.67,0,34,10,3,10
7.845,3,2,216.03,305.995748070941,0,31,4,8,2
1.45,1,2,256.35,267.816340782448,0,65,3,12,11
0,4,1,1658.0325,1658.0325,0,48,8,3,2
1.75,2,1,1057.52,1057.52,0,31,5,2,8
2.125,3,1,655.36,655.36,0,38,6,4,2
1.945,2,1,749.39,749.39,0,68,8,12,3
3,4,1,564.106666666667,564.106666666667,0,34,6,8,12
0,1,2,136.08,140.77858974359,0,76,4,12,11
4.9,4,2,967.27,967.27,0,38,8,3,4
0,3,1,441.2,441.2,0,43,4,8,11
0,4,2,449.11,508.012932692308,0,32,5,10,11
0,2,2,249.11,353.969161783695,0,41,4,9,6
0,2,1,306.694,359.326359783688,0,79,4,12,10
2.995,3,2,299.63,344.822307692308,0,40,5,8,6
2.53,2,3,498.394,498.394,0,80,7,12,3
0,1,2,356.27,360.846971153846,0,44,2,7,5
12.8,2,3,520.68,526.451802884615,0,30,4,3,6
0,2,1,815.14,815.14,0,26,6,3,10
0,1,2,262.202,346.946474139236,0,63,3,12,2
5.65,3,1,292.87,292.87,0,39,5,3,4
0.765,2,2,598.764,598.764,0,67,7,12,2
0,3,1,713.654,713.654,0,66,6,12,7
0,3,3,578.47,578.47,0,51,5,8,2
1.73,4,1,541.275,541.275,0,26,5,7,2
8.5,7,1,463.28,612.501927039273,0,44,7,8,5
0,3,1,946.302,946.302,0,80,7,5,6
0,2,2,570.702,570.702,0,80,5,12,3
0,2,1,885.812,885.812,0,64,7,3,3
0.49,4,2,1572.19,1572.19,0,51,8,5,3
0,5,3,1021.55,1021.55,0,19,6,10,4
0,1,1,66.5,154.431072690962,0,59,4,12,5
0,3,1,597.112,597.112,0,65,4,12,11
1.675,2,2,840.1975,840.1975,0,44,5,3,6
20.25,4,1,1229.53,1229.53,0,46,6,3,8
2.1,2,2,691.479,691.479,0,72,6,12,9
0,1,2,183.042,265.091269442815,0,69,4,12,5
0.46,4,1,889.91,889.91,0,48,8,4,12
2.64,3,1,1910.6925,1910.6925,0,61,8,3,3
0,1,1,269.392,400.138306728637,0,71,5,12,8
0,2,1,299.19,322.284815592904,0,80,4,12,10
0.19,4,2,828.18,828.18,0,50,5,7,5
0,1,1,58.51,135.129997004393,0,46,3,5,1
0,3,1,719.36,719.36,0,42,5,2,7
11.775,5,1,488.4225,488.4225,0,56,9,6,8
0.77,2,1,300.164,300.164,0,80,4,12,4
0,2,2,690,690,0,59,9,6,4
3.46,2,1,2034.46,2034.46,0,56,10,2,8
60,3,1,2134.09,2134.09,0,58,8,2,7
0,3,2,447.58,522.831826923077,0,31,7,7,3
0.23,2,1,480.974,480.974,0,67,4,12,10
0,2,2,241.27,382.62712977759,0,29,6,8,2
0,1,2,149.602,246.073356224136,0,67,3,12,2
13.735,3,1,654.89,654.89,0,32,5,3,10
17.7,2,1,1776.73,1776.73,0,55,8,3,5
0,1,2,138.525,238.247039352823,0,55,4,8,10
0,2,2,292.674,315.388143444221,0,70,5,3,2
0,4,1,760.875,760.875,0,37,5,3,7
0,2,2,958.22,958.22,0,29,4,4,4
8.3,2,1,389.854,389.854,0,66,7,12,2
0,2,2,390.492,417.721238738743,0,62,7,12,8
0,1,2,531.96,538.869423076923,0,64,3,12,8
0,2,1,859.865,859.865,0,55,8,1,9
0,1,1,827.47,837.893125,0,35,8,2,8
0,1,2,122.07,198.518803549154,0,69,5,12,10
40.145,4,1,802.15,802.15,0,38,6,3,1
21,1,1,803.245,809.259639423077,0,74,5,12,10
0,1,2,117.5345,123.872,0,74,6,12,2
0.595,1,1,752.57,758.200681089744,0,52,7,1,5
4.02,2,1,502.4245,502.4245,0,64,8,8,10
0,1,2,171.542,176.829740384615,0,65,4,12,1
74.5,2,1,1581.245,1581.245,0,32,6,6,3
30.255,4,1,890.74,890.74,0,54,9,8,8
0,1,1,372.142,373.06689689661,0,77,5,12,1
0,3,1,1088.07,1088.07,0,43,7,1,5
0,1,2,246.235,253.284783653846,0,62,6,12,4
2.465,4,2,933.7,933.7,0,47,7,5,11
0,1,1,150.002,236.403982707354,0,70,3,12,1
