"P606t","A049","A071","p344p","incanon","p493p","a070p","a114p","A094","Gorx"
0,4,3,1385.18775641026,1385.18775641026,0,47,7,2,5
3.925,1,2,864.41,869.564198717949,0,31,3,3,8
0,2,2,626.692,633.106230769231,0,73,9,12,8
95,3,1,1003.96,1003.96,0,56,7,3,7
9.205,2,1,1766.73,1766.73,0,55,8,2,6
0,1,2,804.56,809.194230769231,0,55,5,3,3
0.19,1,1,521.3575,526.840665064102,0,45,6,8,4
0,1,2,585.04,589.476346153846,0,47,5,3,1
0,1,2,158.782,185.093472362616,0,76,8,12,2
1.58,4,1,1339.9,1339.9,0,48,8,5,6
0.22,4,1,1044.07,1044.07,0,37,10,3,9
0.55,2,1,735.374,735.374,0,76,7,12,8
29.135,3,1,2134.09,2134.09,0,50,10,1,4
0.5,2,3,1022.28685897436,1022.28685897436,0,57,8,6,2
0.21,1,2,561.282,567.172512820513,0,69,5,12,8
0.5,2,1,300.222,300.222,0,65,6,12,5
45,2,2,769.142,788.783186666667,0,80,7,12,8
4.775,2,2,1036.62846153846,1036.62846153846,0,24,4,2,8
0.225,3,1,705.82,705.82,0,32,3,4,11
0,2,2,154.43,237.310921326766,0,47,4,12,11
0.5,3,1,647.159,656.384115012504,0,77,5,12,1
0.795,2,1,1042.39,1048.62466346154,0,50,6,3,7
0,3,3,1785.82,1785.82,0,37,7,3,7
11.65,2,2,952.747948717949,952.747948717949,0,45,4,6,3
0,4,1,747.77,747.77,0,45,6,7,11
0,2,1,574.65,574.65,0,55,9,3,1
0,1,2,68.5275,73.9111618589744,0,49,4,3,7
0,2,1,940.46,940.46,0,34,3,1,8
0,2,2,117.6,248.352136982581,0,48,5,6,8
45,2,1,739.654,746.509576923077,0,80,8,12,2
0,3,2,657.942,739.113109508195,0,25,5,9,1
3.72,3,2,1662.24,1662.24,0,56,7,1,11
0,2,1,521.999,521.999,0,77,5,12,8
25.25,2,1,433.947,433.947,0,80,6,8,5
0,4,1,592.2,592.2,0,35,5,6,8
3.495,3,2,609.27,609.27,0,76,8,12,8
2.18,2,1,305.33,305.33,0,60,6,6,6
0,3,1,689.547,689.547,0,74,8,12,4
0,2,1,1364.17,1364.17,0,39,6,6,6
0,2,1,219.024,219.024,0,74,4,12,4
0,2,1,328.37,328.37,0,77,4,12,11
0,2,2,407.042,407.042,0,65,5,12,8
3.245,1,2,372.117,381.855525641026,0,80,5,12,8
0.095,3,3,558.34858974359,558.34858974359,0,45,6,4,1
0,2,1,1860.6,1860.6,0,62,7,4,4
0,1,2,265.2295,272.312064102564,0,79,6,12,8
11.645,3,1,1478.7525,1478.7525,0,42,7,1,2
0,5,2,1230.75,1230.75,0,21,7,10,8
0.19,5,2,746.52,755.93328525641,0,41,8,4,9
0.665,1,2,121.102,127.534115384615,0,73,6,12,1
0,2,1,1005.2458974359,1005.2458974359,0,32,3,8,9
0,2,1,816.0515,816.0515,0,80,6,12,8
7.545,4,1,346.19,346.19,0,42,4,2,6
5.175,4,1,810.785,810.785,0,46,7,3,9
4.5,4,1,621.78,621.78,0,47,6,5,5
4.84,2,3,1843.325,1843.325,0,69,7,12,3
0.3,3,1,253.882,253.882,0,47,6,4,5
4.585,2,1,763.74,763.74,0,69,6,4,8
0,1,1,623,623,0,40,5,6,5
0,2,2,261.05,323.394335480983,0,44,4,8,4
1,4,3,921.73,921.73,0,49,6,3,1
0,1,1,215.192,319.449912848849,0,46,4,12,10
38.375,3,3,967.649743589743,967.649743589743,0,33,5,3,4
0,2,1,649.6315,649.6315,0,67,5,12,1
0,2,1,512.239,512.239,0,80,4,12,11
0,2,2,361.304,385.749877518585,0,80,6,12,8
0,2,1,1152.97,1152.97,0,72,10,12,5
2.5,3,1,1070.2,1070.2,0,74,5,12,5
0,2,2,560.69,560.69,0,31,5,2,2
7.645,2,1,273.75,367.761574757026,0,52,7,12,10
2.07,2,1,380.522,380.522,0,65,7,12,9
0,1,1,95.03,186.382884615385,0,46,3,5,7
0,3,2,795.59,795.59,0,43,5,5,11
0,1,1,219.962,226.046054487179,0,80,6,12,9
67.875,2,1,539.204,578.947035262922,0,76,10,12,4
0,4,1,713.75,765.75,0,54,4,9,7
6.74,1,1,839.655,845.380448717949,0,39,5,2,5
12.315,4,1,818.042,818.042,0,53,8,2,4
1.62,2,1,650.202,650.202,0,63,5,8,11
0,2,1,527.39,527.39,0,21,5,3,1
25.25,1,1,285.2945,294.794956730769,0,80,5,12,8
0.44,4,1,1107.4075,1107.4075,0,57,10,2,1
0,2,1,550.854,550.854,0,74,6,12,1
1.59,4,1,1494.80153846154,1494.80153846154,0,38,7,1,2
0.125,2,2,886.3075,886.3075,0,56,6,1,1
66,1,2,170.062,178.943354166667,0,72,5,4,6
0,1,1,594.042,600.054435897436,0,67,5,8,2
27.375,3,1,913.442,913.442,0,66,7,5,9
0,3,1,585.71,585.71,0,28,4,3,10
3.545,4,1,1126.63,1126.63,0,45,6,3,6
8.675,4,1,2134.09,2134.09,0,41,7,1,5
3.455,2,1,2134.09,2134.09,0,41,6,1,5
6.735,3,2,1342.7625,1342.7625,0,56,10,2,4
0.5,3,3,895.85,895.85,0,60,4,2,4
0,5,1,1206.5,1206.5,0,35,10,5,4
0,1,1,322.242,423.518435894,0,65,4,12,2
0,6,2,1585.55,1585.55,0,19,9,10,5
7.07,5,1,990.02,990.02,0,51,5,10,5
0,1,2,176.7795,181.309548076923,0,64,5,12,2
1.65,1,2,364.527,371.789435897436,0,80,4,12,9
0,4,2,504.26,511.383197115385,0,36,9,3,2
0,2,2,908.3975,908.3975,0,39,4,3,3
0,3,2,389.41,421.41,0,39,5,8,6
1.825,2,1,1396.82,1396.82,0,68,6,1,10
2.115,4,1,545.72,545.72,0,35,4,3,6
7.415,2,1,574.65,579.385721153846,0,30,3,3,5
16,1,2,485.895,491.369519230769,0,80,8,12,7
0,2,2,237.93,375.680960576081,0,39,6,3,9
50,2,1,506.6665,506.6665,0,74,6,12,2
0,2,1,396.984,396.984,0,79,5,12,2
0.445,1,2,455.98,461.214182692308,0,32,3,7,4
11,2,1,844.42,844.42,0,80,7,12,7
0.295,4,1,1145.85,1145.85,0,54,6,8,1
0.19,2,1,743.442,743.442,0,69,6,12,2
0,3,1,1059.34,1059.34,0,61,8,3,10
0,4,1,1869.0675,1869.0675,0,50,10,4,7
3.995,2,1,360.58,360.58,0,80,10,12,7
0.445,3,2,582.682,588.111294871795,0,35,6,8,10
0,1,2,417.802,424.317264423077,0,80,4,12,6
0,1,2,603.43,608.314807692308,0,45,3,3,9
0,2,1,329.584,329.584,0,72,7,12,2
7.61,4,1,1354.14,1354.14,0,44,8,8,11
43.62,1,2,514.35,519.18796474359,0,57,6,2,8
0,2,1,286.87,286.87,0,64,5,12,6
9.44,2,1,1569.46,1569.46,0,61,10,3,5
0,2,1,664.75,664.75,0,56,7,7,6
0,3,1,478.59,478.59,0,31,4,6,3
0,4,2,370.342,479.280297510796,0,44,6,12,5
0,2,1,706.702,706.702,0,70,5,7,6
0,1,2,445.712,451.339315705128,0,80,5,12,4
3.765,4,1,617.06,617.06,0,36,6,5,8
0,5,1,1702.47,1702.47,0,38,8,1,4
0,1,2,179.1,186.258389423077,0,79,5,12,5
1.895,3,1,867.31,867.31,0,51,7,7,12
0,4,1,2134.09,2134.09,0,51,8,1,9
0,2,2,876.46,876.46,0,52,7,4,2
6,4,3,1670.64,1670.64,0,36,7,2,8
1.15,2,2,373.07,373.07,0,21,6,10,3
0,5,1,663.85,663.85,0,31,7,11,11
4.62,4,1,473.75,473.75,0,41,5,3,2
25.25,1,1,515.2275,521.207756410256,0,63,5,3,8
0,2,1,447.572,447.572,0,80,6,4,6
40.08,4,1,1622.945,1622.945,0,58,6,3,6
110.495,3,1,971.079,971.079,0,65,9,12,5
1.995,4,1,704.42,704.42,0,47,7,3,7
3.13,4,2,779.356153846154,779.356153846154,0,41,9,8,2
0,3,3,452.59,452.59,0,27,4,6,4
0,2,1,228.602,323.403784358879,0,58,3,6,10
3.93,3,3,1132.21,1132.21,0,57,6,2,5
7.735,1,2,372.1275,377.610665064103,0,61,6,3,4
0.9,1,2,74.212,82.0386826923077,0,79,6,12,7
0,1,1,453.03,453.03,0,31,7,4,4
0.75,2,2,280.582,307.556354314885,0,65,7,7,8
11.06,1,2,429.59,442.545168269231,0,61,10,3,8
7.375,4,1,1715.23,1715.23,0,35,5,5,6
0,1,1,138.05,157.289284755335,0,58,4,7,1
0,1,2,1152.09,1159.38850961538,0,61,7,2,8
0,1,1,115.372,186.072536462157,0,50,4,12,10
0,1,1,555.5,560.3925,0,36,4,2,9
0,4,1,366.27,430.596072316272,0,32,4,7,11
7.515,4,2,292.3025,292.3025,0,45,6,5,6
4.93,3,1,1133.09,1133.09,0,36,9,3,9
0,1,2,143.942,223.730147193239,0,53,4,7,3
5.445,2,1,182.76,182.76,0,56,5,4,3
0,3,1,996.15,996.15,0,21,5,10,4
7.245,2,1,112.55,186.067982570685,0,32,5,9,4
3.245,1,2,342.91,342.91,0,57,4,8,8
1.33,1,2,133.042,160.943884960747,0,64,5,12,4
0,4,1,1580.85153846154,1580.85153846154,0,39,4,2,8
0,4,1,1361.975,1361.975,0,43,6,3,6
0,2,2,1001.414,1001.414,0,71,7,12,8
1.53,3,1,1002,1002,0,60,7,5,5
0,1,2,810.79,815.343421474359,0,59,4,2,11
5.905,1,2,571.758717948718,576.54953525641,0,37,4,4,3
0,1,2,765.125,765.125,0,50,10,3,9
0,1,2,73.58,104.915057286138,0,61,6,9,7
0.5,1,1,71.6,170.858797404805,0,53,3,11,1
1.49,2,2,548.52,548.52,0,73,5,7,8
0,1,2,228.522,347.367318612597,0,67,5,12,8
1.55,3,2,491.55,491.55,0,30,5,4,1
0,2,1,701.6125,701.6125,0,67,8,12,10
1.48,3,2,1121.025,1121.025,0,29,4,2,11
1.645,1,2,320.635,329.42266025641,0,53,6,7,9
2.475,2,1,544.05,609.500915183914,0,53,5,12,2
5.815,2,1,2040.35,2040.35,0,53,10,1,6
6.96,4,1,1145.48358974359,1145.48358974359,0,52,8,2,2
0,1,2,306.922,311.849596153846,0,80,3,12,3
12.38,2,1,937.7225,937.7225,0,66,5,7,11
153.46,2,1,319.694,319.694,0,69,5,12,6
0.595,3,1,292.65,292.65,0,56,5,5,5
0,3,3,1431.99,1431.99,0,47,6,3,10
0,2,1,1484.855,1484.855,0,50,9,3,2
0,2,2,569.1795,580.147994806945,0,80,6,12,9
27,3,2,1370.53,1370.53,0,52,9,4,2
0,1,1,595.21,602.321306089744,0,36,5,4,11
0,4,2,822.73,822.73,0,44,7,3,11
5.635,2,1,1079.437,1079.437,0,66,8,4,5
0,3,3,927.44,927.44,0,30,5,6,4
0,2,2,478.87,518.220048076923,0,43,4,7,11
1.89,3,2,516.2,524.682657785286,0,80,7,9,2
0.15,1,2,539.12,544.875088141026,0,51,5,3,2
0,1,1,443.9395,449.374884615385,0,75,6,12,5
0.585,2,2,267.03,388.42595191874,0,64,5,12,2
0,1,1,176.5045,181.316519230769,0,66,3,12,2
0,2,2,2134.09,2134.09,0,64,5,1,8
2,4,2,708.37,708.37,0,45,5,3,10
0,2,2,436.4,442.10421474359,0,51,5,4,4
49.81,3,1,1272.8,1272.8,0,54,7,6,2
33.55,3,2,957.1125,957.1125,0,45,5,3,6
3.365,4,2,1439.52,1439.52,0,47,6,3,3
163.25,1,2,272.287,280.457240384615,0,68,5,12,9
0,2,1,1311.144,1311.144,0,70,7,3,11
6.29,2,1,1148.95,1148.95,0,52,8,8,4
5,2,1,745.01,751.055745192308,0,33,3,3,8
0.52,1,2,256.657,261.604259615385,0,80,3,12,6
0,2,1,368.654,368.654,0,68,5,12,5
0,1,1,548.03,553.079759615385,0,65,3,8,5
1.09,2,2,806.4275,806.4275,0,45,6,4,5
0.495,2,2,292.24,376.508548796057,0,30,5,8,5
0,1,1,530.98,538.125192307692,0,61,6,3,8
332.045,2,2,520.172,520.172,0,74,6,12,9
0,1,1,645.4945,651.506935897436,0,67,7,12,2
1.23,1,2,239.63,246.089166666667,0,65,4,12,6
2.31,2,2,774.45,774.45,0,34,5,3,9
3.055,3,2,366.09,366.09,0,38,5,4,6
1.195,1,2,391.15,397.420128205128,0,80,5,12,2
0,1,1,223.55,444.872012117723,0,62,2,12,5
3,4,1,295.1,397.374783143929,0,40,4,6,2
1.175,2,1,493.62,493.62,0,80,5,12,9
3.29,2,2,155.5,282.822012117723,0,25,5,4,5
104,3,2,1112.94,1112.94,0,59,6,6,5
2.25,2,3,888.58,888.58,0,78,8,12,3
0,1,2,309.592,329.589206760879,0,47,6,12,10
0,2,2,1412.875,1412.875,0,60,6,6,8
0,1,2,201.437,207.983057692308,0,80,6,12,6
0,1,2,272.725,316.804263545456,0,53,6,8,9
23,2,1,566.544,566.544,0,80,4,12,9
0.645,2,1,250,250,0,56,6,5,5
0.21,2,1,526.624,526.624,0,79,6,12,1
0.125,2,1,258.554,258.554,0,70,9,12,11
2.785,2,1,345.425,345.425,0,64,6,4,6
0,2,2,1990.625,1990.625,0,34,8,3,7
0.385,1,1,243.542,247.125076923077,0,67,4,12,11
0,1,2,205.962,232.014889072841,0,80,5,12,9
0,2,1,271,271,0,57,5,5,11
0.75,1,2,232.32,236.222932692308,0,75,5,12,11
10.49,4,3,1050.2725,1050.2725,0,46,8,3,4
253.85,2,1,270.312,270.312,0,69,6,12,6
0,2,2,658.64,658.64,0,54,6,3,3
2.15,1,1,316.355,320.908421474359,0,65,1,12,11
26.25,2,1,1011.45634615385,1011.45634615385,0,65,6,7,8
0.845,3,2,1278.7865,1278.7865,0,79,8,2,7
0,1,2,996.54,1003.32807692308,0,58,7,1,1
167,3,2,2134.09,2134.09,0,52,8,2,5
0,5,1,408.23,408.23,0,32,4,7,3
0,1,1,454.825,464.637313911202,0,62,5,8,9
0,2,1,1439.61,1439.61,0,54,10,3,10
3.925,3,1,822.302,822.302,0,76,5,12,7
24.495,1,2,348.822,358.560525641026,0,69,5,12,8
0,2,1,335.58,335.58,0,64,9,4,6
0,2,1,1033.97,1033.97,0,59,6,6,10
6.195,5,2,1112.45,1112.45,0,41,7,6,8
0,2,2,784.76,789.583413461538,0,42,5,3,4
0,2,1,754.68,754.68,0,27,3,2,11
1.395,4,2,1048.062,1048.062,0,79,6,7,10
28.255,1,2,607.3295,613.788666666667,0,78,5,12,6
36.285,4,1,1549.01,1549.01,0,36,5,2,8
0,1,1,465.542,472.055076923077,0,71,7,12,9
0,1,2,945.150384615385,952.107435897436,0,32,3,2,7
0,3,2,939.702051282051,939.702051282051,0,25,4,3,4
0,6,1,551.63,551.63,0,53,4,7,7
127.25,2,1,727.73,727.73,0,73,6,4,8
0,3,2,1205.52,1205.52,0,32,8,4,4
2.89,6,2,1615.86,1615.86,0,49,8,2,2
0,3,2,764.58,764.58,0,30,2,7,7
0,2,2,359.83,364.360048076923,0,37,4,4,2
0.295,3,1,377.332,377.332,0,68,6,4,2
5.69,2,1,2134.09,2134.09,0,56,6,1,2
10.095,4,1,1331.83,1331.83,0,50,7,6,5
0,2,3,471.694,491.303118697845,0,78,5,12,11
2.05,1,2,336.4545,352.376352063149,0,77,6,12,2
4.025,2,2,983.68,983.68,0,50,4,4,1
0,2,1,520.04,520.04,0,69,6,12,4
4.15,2,2,450.71,507.936310773264,0,45,4,3,9
1.75,4,3,967.77,967.77,0,42,5,4,8
2.99,2,1,307.984,326.517260681939,0,80,4,12,3
0,3,1,757,757,0,57,5,8,8
0.19,1,2,192.315,196.495256410256,0,62,4,4,11
3.04,1,1,2134.09,2139.37591346154,1,59,5,2,11
6.2,2,2,1143.64,1143.64,0,65,8,6,4
0,3,1,1503.92,1503.92,0,43,6,2,5
0.105,5,1,1015.65,1015.65,0,57,6,3,11
0.855,2,3,461.212,461.212,0,64,6,7,6
0.25,2,1,669.755,669.755,0,70,7,12,4
0,3,2,655.46,661.980456730769,0,36,7,3,3
0,2,2,347.737,347.737,0,63,4,12,11
36.86,3,2,1331.97,1331.97,0,55,7,5,8
28.32,4,1,499.99,505.094091370264,0,31,5,6,5
109.52,2,1,1406.872,1406.872,0,66,6,3,8
0.5,7,3,1276.585,1276.585,0,76,8,3,7
0,2,2,233.68,233.68,0,60,3,3,5
0,4,1,565.62,565.62,0,39,6,2,6
0.4,1,2,238.272,246.805725961538,0,80,6,12,5
0,5,1,947.53,947.53,0,36,5,7,6
0,4,2,1261.57743589744,1261.57743589744,0,35,6,3,11
5.08,3,3,565.355,565.355,0,24,4,6,9
9.565,2,3,1205.4,1205.4,0,58,6,3,2
1.995,3,1,584.234,584.234,0,73,6,12,3
3.5,2,1,933.85,933.85,0,26,3,3,7
1.125,2,2,660.93,660.93,0,24,5,3,5
2.84,1,1,91.67,102.618645833333,0,75,9,12,6
0,2,1,1114.84,1114.84,0,33,4,2,7
0.5,2,2,370.714,370.714,0,71,10,12,3
0,1,2,155.042,270.678923910998,0,67,4,12,8
0,3,1,994.71,994.71,0,34,5,3,2
0.15,2,1,359.65,359.65,0,64,4,8,11
1.795,2,1,381.994,468.476567120724,0,80,4,12,3
10.4,4,2,855.39,855.39,0,38,4,3,6
6.14,1,2,921.035,928.941955128205,0,33,5,2,7
0,2,3,761.56,761.56,0,31,3,6,8
21.495,2,2,292.884,367.063819788419,0,59,5,12,2
0,2,1,663.924,663.924,0,71,7,12,3
0,1,1,83.75,187.271785378132,0,47,3,11,6
8.05,2,2,273.452,273.452,0,56,4,5,9
0,1,1,451.77,457.135657051282,0,31,3,3,8
0,2,1,1874.17,1874.17,0,64,10,3,10
0,1,1,188.192,273.436419115501,0,47,5,12,2
0,2,1,1011.954,1011.954,0,70,6,12,2
0,2,1,381.34,381.34,0,63,5,8,2
4.965,2,2,1257.25,1257.25,0,44,8,3,6
1.45,6,1,1565.39,1565.39,0,54,5,6,9
0,8,2,607.19,653.52590189746,0,30,6,8,1
5.385,1,1,645.93,652.140793269231,0,65,6,12,5
12.23,3,1,2134.09,2134.09,0,31,10,2,4
0,1,2,180.86,186.264639423077,0,50,5,4,9
0,2,2,1443.7395,1443.7395,0,64,8,3,6
0,3,1,904.89,908.11475139143,0,59,7,3,2
0,3,1,1197.51,1197.51,0,62,7,8,1
0.72,2,1,668,672.530048076923,0,53,5,8,2
0,2,2,434.98,440.368701923077,0,51,5,7,4
5.54,3,1,1043.15,1043.15,0,36,8,2,8
2.525,2,1,1301.75,1301.75,0,42,4,3,7
0,2,1,930.404,930.404,0,80,4,12,9
2.49,2,1,941.23,941.23,0,42,4,10,7
5.925,3,2,325.85,333.848402913709,0,80,5,4,2
0,8,1,545,651.39538729021,0,28,8,9,1
0,5,2,683.3775,683.3775,0,57,4,7,7
0.715,3,2,646.31,646.31,0,47,6,5,6
40.79,5,1,1455.645,1455.645,0,54,8,5,1
0,1,1,160.0095,166.497064102564,0,70,4,12,8
0,2,2,228.9,325.917279363707,0,71,3,12,2
1.9,2,1,1235.34,1235.34,0,60,7,3,2
0,2,3,502.284,502.284,0,74,7,12,8
13.85,5,1,2134.09,2134.09,0,44,10,3,8
108.15,2,1,614.4,614.4,0,29,5,3,9
2.38,4,2,1800.95,1800.95,0,41,9,3,9
12,2,2,404.409,404.409,0,69,8,12,3
4.025,1,1,728.08,728.08,0,45,3,3,8
3.61,2,2,239.974,239.974,0,67,6,12,6
26.5,4,1,973.94,973.94,0,40,7,1,3
0,2,1,743.654,743.654,0,80,8,12,6
0,1,2,765.4125,772.118533653846,0,80,4,12,11
0,1,2,257.857,264.581182692308,0,80,2,12,7
0,1,2,332.015,425.993503066676,0,68,4,12,2
69.875,2,1,689.294,689.294,0,66,6,5,6
0,3,1,433.684,546.751623746433,0,48,5,12,1
10.235,2,1,722.67,722.67,0,70,7,12,5
0,2,1,734.232,734.232,0,64,10,6,11
5.59,3,1,960.45,960.45,0,55,7,5,6
0,4,1,2134.09,2134.09,0,51,10,4,5
4.025,3,3,957.77,957.77,0,31,5,1,9
6.6,2,3,976.714,976.714,0,80,7,12,9
0.13,1,2,202.932,207.667721153846,0,72,5,12,5
0.32,2,2,533.492,533.492,0,77,4,6,3
0.95,5,1,2134.09,2134.09,0,40,8,2,8
1.29,2,3,1234.52,1234.52,0,37,6,6,4
2.77,3,2,991.59,991.59,0,51,7,1,3
0.995,1,2,298.992,303.602432692308,0,80,5,12,4
75.225,2,1,2134.09,2134.09,0,61,10,2,6
0,2,1,599.95,599.95,0,59,5,4,3
1.5,2,1,1003.73,1003.73,0,56,8,3,4
0.445,1,2,178.632,286.064483226325,0,80,3,12,11
4.5,4,1,2022.04,2022.04,0,44,7,2,4
0,1,2,287.67,292.554807692308,0,47,6,3,9
14,2,1,505.912,505.912,0,68,7,12,1
2.995,4,2,512.752,512.752,0,57,8,10,8
0.225,3,1,468.7275,474.463709745126,0,47,6,3,9
0,1,1,543.2,547.311266025641,0,52,5,2,11
101.35,1,1,806.21,813.163205128205,0,64,6,3,9
26.25,2,2,523.51,523.51,0,80,4,12,11
0.34,2,3,1115.77,1115.77,0,27,5,3,5
4,4,1,525.312,525.312,0,80,10,5,3
1.32,2,2,616.884,616.884,0,80,6,12,3
1.5,2,2,284.922,297.475550856314,0,65,4,12,8
0.15,1,2,411.29,416.988942307692,0,46,4,7,9
0,1,1,273.285,279.991346153846,0,60,5,2,8
14.34,5,1,2134.09,2134.09,0,50,9,2,6
0,4,3,452.768974358974,452.768974358974,0,36,5,6,2
4.28,2,1,969.09,969.09,0,64,4,6,4
0.895,2,1,1558.2575,1558.2575,0,59,9,2,7
2.63,2,1,236.312,263.325420322043,0,72,8,12,8
8.865,2,1,420.434,420.434,0,80,6,12,4
0,2,2,417.922,427.152038528659,0,74,3,8,3
9.25,2,3,586.244,586.244,0,72,7,12,4
0,1,1,149.25,261.072765918939,0,67,4,12,7
0.86,1,1,679.135,679.135,0,39,5,6,6
4.615,3,1,1376.572,1376.572,0,66,7,12,2
0,2,1,731.03,731.03,0,59,5,7,2
0.96,1,1,306.43,312.2159375,0,54,3,4,8
0.5,5,2,316.68,385.209486298501,0,50,6,7,1
13.95,2,1,473.45,473.45,0,79,8,12,8
0,3,1,776.13,776.13,0,39,5,1,7
3.035,2,2,1151.49,1151.49,0,53,6,3,11
0,2,1,344.25,344.25,0,63,8,2,3
1.55,5,1,320.72,417.392164913976,0,63,6,8,11
0,1,2,997.275,1003.97444711538,0,32,5,2,7
0,1,1,150.042,223.579147488985,0,78,3,12,9
0,3,2,490.75,587.89773649439,0,44,5,9,1
1.995,4,3,1576.68,1576.68,0,53,6,4,8
3.19,1,2,346.58,352.165448717949,0,44,4,5,8
0,2,2,242,242,0,56,6,7,1
0.25,3,1,910.875,910.875,0,51,7,5,8
9.165,3,2,773.43,773.43,0,59,6,4,3
0.275,2,1,487.224,487.224,0,71,8,12,6
0,5,3,883.43,883.43,0,40,5,3,12
0,1,1,743.9745,754.359916666667,0,79,9,12,9
0,1,2,415.74,422.885192307692,0,37,7,3,8
2.25,1,2,675.282,684.782456730769,0,74,7,3,8
13.965,7,3,2134.09,2134.09,0,59,10,3,3
1.375,1,2,300.19,300.19,0,27,5,5,2
0.22,2,2,444.81,522.328060703504,0,38,4,7,8
0,2,3,1229.694,1229.694,0,65,8,3,4
0,2,2,847.42,847.42,0,50,5,6,9
0,3,1,1821.66379487179,1821.66379487179,0,40,8,2,5
0,1,1,620.59,627.499423076923,0,28,3,2,8
0,1,2,162.595,170.368100961538,0,49,5,7,8
0.23,4,1,603.8125,603.8125,0,49,6,7,1
3.46,1,1,663.63,668.497628205128,0,50,4,3,10
1.69,2,3,472.594,472.594,0,77,4,12,2
0,1,2,471.172,484.451807692308,0,71,8,12,8
0,1,1,0,77.5092707229929,0,40,3,8,11
0,1,1,485.0895,490.993450320513,0,80,4,12,2
9.065,3,2,742.68717948718,748.170344551282,0,45,6,3,4
0,2,1,148.4,148.4,0,60,8,2,2
0,1,1,2134.09,2138.59932692308,1,50,4,7,2
0,3,1,2134.09,2134.09,0,49,8,2,2
2.995,2,1,298.88,298.88,0,59,7,3,2
18.895,4,1,1233.4275,1233.4275,0,31,7,6,8
0,1,1,240.05,245.845961538462,0,55,4,8,3
9,2,3,1094.282,1094.282,0,58,10,4,3
0.39,4,2,1490.28,1490.28,0,43,5,2,8
0,1,2,366.085,370.847067307692,0,50,5,4,4
38.94,3,1,893.3635,893.3635,0,72,9,12,8
6.52,2,1,745.45,745.45,0,64,7,12,8
0.105,4,1,1179.98,1179.98,0,40,6,3,1
305.815,4,2,2063.61,2063.61,0,45,5,2,8
0.225,5,1,819.79,819.79,0,46,6,4,3
0,1,1,163.742,259.864328388138,0,58,3,12,11
0.195,1,2,163.85,259.37500801282,0,68,6,12,5
0,3,1,553.5,553.5,0,47,5,3,4
0,1,2,102,117.190020122054,0,58,5,9,10
2.31,6,1,1488.2525,1488.2525,0,46,10,2,6
1.5,4,2,1107.53,1107.53,0,33,5,2,6
0.75,1,2,163.742,170.261102564103,0,80,6,12,4
0,2,2,591.1,591.1,0,61,6,3,6
0.45,1,2,185.542,205.826304645295,0,62,5,12,3
3.925,1,2,427.75,437.208229166667,0,80,6,12,2
27.88,1,1,351.286153846154,355.633125,0,31,4,7,3
30,1,2,272.27,278.209567307692,0,78,7,12,2
0,2,1,1214,1214,0,33,4,3,7
2.74,5,1,1439.78,1439.78,0,57,6,8,3
0,3,1,1603.23,1603.23,0,43,8,2,9
2.54,4,2,839.01,839.01,0,61,6,3,11
0,5,2,448.67,513.826998365123,0,37,4,7,11
1.225,2,1,499.044,499.044,0,72,6,12,4
20,5,1,948.512,948.512,0,36,6,1,1
0,1,1,390.18,395.233221153846,0,56,5,2,6
1.37,2,1,1011.7695,1011.7695,0,67,4,12,2
0,2,1,357.7,357.7,0,51,6,5,3
0,1,1,346.15,353.830360576923,0,52,5,5,4
0,2,2,413.68,538.174948270207,0,45,5,7,7
1.125,2,1,214.5165,214.5165,0,80,8,12,4
0,1,2,167.692,172.536375,0,66,8,12,6
16.495,3,1,1050.2,1050.2,0,60,6,1,9
0,1,2,782.08,786.690184294872,0,37,3,3,7
3.46,2,1,1049.495,1049.495,0,28,4,2,11
0.795,2,2,1033.8425,1033.8425,0,61,5,3,11
0,6,1,249.44,420.436976125145,0,41,8,7,6
0.19,4,1,1130.87,1130.87,0,32,5,7,4
2.365,4,1,1337.67884615385,1337.67884615385,0,55,6,5,8
0,3,1,385.25,419.25,0,59,5,3,12
5.27,1,1,232.872,274.671281011927,0,76,7,12,10
3.195,3,1,370.292,464.587376169174,0,75,5,12,4
6.62,2,2,1546.19,1546.19,0,45,5,7,2
3.97,5,2,554.52,594.52,0,39,5,7,12
0,3,1,700.91,707.438076923077,0,29,4,10,8
0,2,1,1453.1965,1453.1965,0,69,9,12,12
154.61,2,2,629.582,636.771903846154,0,80,5,12,8
0,2,1,598.31,598.31,0,71,7,3,4
0,2,2,952.535384615385,952.535384615385,0,37,7,3,11
0,2,1,861.07,861.07,0,23,5,3,3
0,1,2,1286.36,1292.45121794872,0,54,5,2,5
3.84,3,1,979.22,979.22,0,31,4,3,6
0,2,1,398.434,398.434,0,76,4,12,3
11.5,2,1,1032.57,1032.57,0,78,10,12,5
0,4,1,947.04,947.04,0,46,6,3,5
1.75,1,2,451.64,456.524807692308,0,57,4,7,9
2,2,1,1181.16,1181.16,0,31,6,3,5
0,2,2,621.23,621.23,0,24,4,2,11
0,1,1,595.98,600.850665064103,0,44,5,6,10
1.645,1,2,184.332,220.858466081253,0,80,6,12,8
3.595,3,2,777.915,783.382516025641,0,56,4,7,9
0,2,2,536.24,536.24,0,24,3,4,8
2.245,2,1,1408.805,1408.805,0,46,6,1,6
1.5,4,1,928.232,928.232,0,59,7,5,7
0,1,2,164.392,181.570760243739,0,67,3,12,5
0,2,1,892.97,892.97,0,42,5,2,11
